1613144515,148,334,7453,0.00,0.00,False
8130162,108,380,277,0.00,0.00,False
1855301756,100,163,6352,0.00,0.00,False
1021283950118031360,3,0,12,0.00,0.00,False
387670091,419,518,7757,0.00,0.00,False
184127967,45,54,1779,0.00,0.00,False
582208938,242,418,1285,0.00,1.00,False
875246335,372,791,47128,0.67,1.33,False
3297047591,262,128,9725,0.00,0.00,False
973084370675302400,10852,2498,3645,170.00,524.00,False
747708529,5214,953,22456,18.00,45.00,False
932271871596421120,232,1003,4425,,,False
899567623108792321,543,359,10607,6.00,5.00,False
800081138207232000,30,2,3690,0.00,0.00,False
1090241803,78,435,2177,0.00,1.00,False
1239320167,511,274,844,4.00,8.00,False
3492748637,47,369,659,0.00,0.00,False
902765696,958,14,5,0.00,0.00,False
810547024605102081,276,1416,2665,0.50,2.00,False
2884227712,256,448,35633,0.00,1.00,False
852803459925524480,1853,34,618,1.00,2.00,False
975069358455181318,53,120,1073,2.00,4.00,False
1283968458,7,4,889,2.00,7.00,False
928984360325443584,124,274,1021,0.00,0.00,False
971410007026753539,13,33,53,0.00,0.00,False
57913242,4838,3033,79493,2.00,2.00,False
1370428218,64,567,1855,0.00,1.00,False
1039592222663041024,587,53,221,3.00,10.00,False
810584779934597120,96,147,2556,1.50,2.50,False
1173102552,4826,936,6126,1.00,5.50,False
986558639640113152,200,241,3308,0.00,0.00,False
4009892475,63,344,1437,0.00,0.00,False
788030825984094209,130,599,285,0.00,0.00,False
2831555016,343,32,4544,1.40,2.80,False
997458239921979392,1226,629,6606,2.00,12.00,False
743333959606534145,139,375,939,0.00,1.00,False
1285560655,537,89,2105,1.00,4.00,False
344313687,367978,49,16501,3.00,56.00,False
545872616,7678,673,5936,3.00,3.00,False
721790031048937473,186,239,14344,0.00,0.00,False
281083801,57,852,403,0.00,0.00,False
41334760,1505,477,5431,1.33,1.33,False
3404736676,277,294,10311,0.00,0.00,False
884923608,353,597,1202,2.50,8.50,False
1965363314,866,620,28494,0.00,0.00,False
830057336815415300,766,763,6773,0.00,3.00,False
215821133,1845,1051,2061,44.00,165.00,False
990847195871174657,33,139,186,2.00,5.00,False
385566143,396,797,6351,0.00,1.00,False
3245158203,2556,2549,189279,13.95,9.38,False
923577230,622,451,18728,0.00,3.00,False
3890838089,105,253,1125,0.00,0.00,False
2349994080,1089,134,6119,0.00,1.00,False
351748578,659,752,2244,0.00,1.00,False
707941192,16,112,47,0.67,2.00,False
65328609,399,2266,4588,0.00,1.00,False
15720598,24353,99,32613,0.00,0.00,False
965564372159475715,32,30,191,0.00,3.00,False
890262000839917568,531,645,13449,0.00,0.00,False
2347009057,5747,3618,33060,28.00,91.50,False
796828192648658945,943,513,3362,24.00,44.00,False
42927665,136,133,1579,0.00,1.00,False
4245591940,28,108,814,0.00,0.00,False
1046082179359559682,306,874,423,1.00,2.33,False
745154341841993728,129,544,2659,0.00,2.00,False
2207548862,650,402,10909,0.00,1.00,False
4701276048,195,438,760,0.00,3.00,False
4040636075,713,865,8356,4.00,3.00,False
619848893,40,107,1390,19.00,20.00,False
289792876,827,1814,7472,0.00,1.00,False
2723378337,422,1189,6508,0.00,0.00,False
1041814856750575621,20,40,91,0.00,1.00,False
2212363825,836,2484,36011,1.00,1.00,False
203124479,225,149,1090,0.00,3.00,False
1215658226,414,437,23105,0.00,2.00,False
753285110204624896,2286,1895,62035,0.00,1.00,False
885502682945007617,199,262,25695,2.00,3.00,False
2676310213,813,9,209,0.00,4.00,False
204394693,199,306,1287,0.00,0.00,False
2627799429,231,317,1087,0.00,2.00,False
1012242565867982848,4116,2435,3170,66.00,146.00,False
3373515413,1675,1029,7616,11.00,22.00,False
818931673412804609,1067,1881,12671,0.00,1.00,False
849306593086894081,187,201,380,0.00,2.00,False
870349120476770304,125,593,4260,0.00,1.00,False
872108917635067904,926,915,4100,0.00,2.00,False
379611791,32091,448,12762,8.00,13.00,False
579755158,749,137,16144,0.00,0.00,False
785454788024627200,106,144,5307,0.00,0.00,False
1445921730,476,31,14588,0.67,0.33,False
3827602240,116,237,2160,0.00,7.00,False
2296671264,362,914,7827,0.00,4.00,False
770928613227200512,909,607,1288,1.91,2.45,False
39480709,15214,1040,60388,1.09,0.91,False
3313127081,7914,4551,51663,107.50,116.25,False
783679628078702592,45,37,3424,0.00,1.00,False
944436704,338,1040,3093,9.00,27.00,False
3141346875,172,438,3584,0.00,0.00,False
2268876488,432,825,7914,3.75,12.25,False
597761222,319,1353,9586,0.00,2.00,False
3931329261,148,70,373,0.00,2.00,False
857276640925282304,909,1789,3020,0.00,3.00,False
3102494164,346,511,1584,0.00,1.00,False
4601139683,3577,4577,21349,1.00,5.00,False
4845375233,64779,401,5361,4.00,38.50,False
2743088018,1209,1299,11864,0.00,9.00,False
856949337640841217,31,69,57,1.00,0.00,False
534638062,132,616,3226,0.00,0.00,False
2890855198,3,21,4,0.00,2.00,False
993780016830976000,288,377,2701,3.00,5.00,False
3906736875,700,111,1251,0.50,1.00,False
753581007354331137,801,331,3837,2.00,4.00,False
